aliasName,dir,lineNum,functionName,functionScope,userPoints: (positionNum; lineNum; column) instruction_content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
base,arch/x86/kernel/mpparse.c,575,smp_scan_config,575-616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*delta,arch/x86/kernel/apic/apic.c,791,calibrate_by_pmtimer,756-804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
res,arch/x86/kernel/apic/apic.c,761,calibrate_by_pmtimer,756-804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*deltatsc,arch/x86/kernel/apic/apic.c,791,calibrate_by_pmtimer,756-804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
res,arch/x86/kernel/apic/apic.c,761,calibrate_by_pmtimer,756-804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
show_lapic,arch/x86/kernel/apic/vector.c,1231,setup_show_lapic,1222-1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
num,arch/x86/kernel/apic/vector.c,1224,setup_show_lapic,1222-1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu,arch/x86/kernel/apic/vector.c,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vector,arch/x86/kernel/apic/vector.c,867,smp_irq_move_cleanup_interrupt,856-888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,859,smp_irq_move_cleanup_interrupt,856-888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vector,arch/x86/kernel/apic/vector.c,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu,arch/x86/kernel/apic/vector.c,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
managed,arch/x86/kernel/apic/vector.c,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
info,arch/x86/kernel/apic/vector.c,531,x86_vector_alloc_irqs,528-585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arg,arch/x86/kernel/apic/vector.c,529,x86_vector_alloc_irqs,528-585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irqd,arch/x86/kernel/apic/vector.c,533,x86_vector_alloc_irqs,528-585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&lapic_controller,arch/x86/kernel/apic/vector.c,555,x86_vector_alloc_irqs,528-585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irqd,arch/x86/kernel/apic/vector.c,533,x86_vector_alloc_irqs,528-585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,532,x86_vector_alloc_irqs,528-585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resvd,arch/x86/kernel/apic/vector.c,224,assign_vector_locked,221-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,223,assign_vector_locked,221-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cpu,arch/x86/kernel/apic/vector.c,225,assign_vector_locked,221-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,223,assign_vector_locked,221-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vector,arch/x86/kernel/apic/vector.c,226,assign_vector_locked,221-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apicd,arch/x86/kernel/apic/vector.c,223,assign_vector_locked,221-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mcd,arch/x86/kernel/apic/io_apic.c,1915,ioapic_irq_get_chip_state,1911-1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
irqd,arch/x86/kernel/apic/io_apic.c,1911,ioapic_irq_get_chip_state,1911-1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
res,arch/x86/kernel/apic/io_apic.c,2629,ioapic_setup_resources,2626-2657,"(0;0;0)   %retval.0 = phi %struct.resource* [ %1, %for.end ], [ null, %entry ], !dbg !10377418","(0;2648;10)   %flags = getelementptr %struct.resource, %struct.resource* %1, i64 %indvars.iv, i32 3, !dbg !10377446","(0;2647;10)   %name = getelementptr %struct.resource, %struct.resource* %1, i64 %indvars.iv, i32 2, !dbg !10377444","(0;2647;3)   %arrayidx = getelementptr %struct.resource, %struct.resource* %1, i64 %indvars.iv, !dbg !10377442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mem,arch/x86/kernel/apic/io_apic.c,2630,ioapic_setup_resources,2626-2657,"(0;2640;7)   %tobool.not = icmp eq i8* %call.i, null, !dbg !10377430","(0;2644;6)   %add.ptr = getelementptr i8, i8* %call.i, i64 %mul4, !dbg !10377441","(0;2642;8)   %1 = bitcast i8* %call.i to %struct.resource*, !dbg !10377434","(0;2654;19)   store i8* %call.i, i8** bitcast (%struct.resource** @ioapic_resources to i8**), align 8, !dbg !10377454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ioapics,arch/x86/kernel/apic/io_apic.c,2651,ioapic_setup_resources,2626-2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
&res,arch/x86/kernel/apic/io_apic.c,2651,ioapic_setup_resources,2626-2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ioapic_resources,arch/x86/kernel/apic/io_apic.c,2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
res,arch/x86/kernel/apic/io_apic.c,2629,ioapic_setup_resources,2626-2657,"(0;0;0)   %retval.0 = phi %struct.resource* [ %1, %for.end ], [ null, %entry ], !dbg !10377418","(0;2648;10)   %flags = getelementptr %struct.resource, %struct.resource* %1, i64 %indvars.iv, i32 3, !dbg !10377446","(0;2647;10)   %name = getelementptr %struct.resource, %struct.resource* %1, i64 %indvars.iv, i32 2, !dbg !10377444","(0;2647;3)   %arrayidx = getelementptr %struct.resource, %struct.resource* %1, i64 %indvars.iv, !dbg !10377442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False Alias Pairs: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,arch/x86/kernel/head64.c,117,__startup_64,113-228,"(0;158;5)   store i64 %add11, i64* %1, align 8, !dbg !10377464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
next_pgt_ptr,arch/x86/kernel/head64.c,126,__startup_64,113-228,"(0;181;56)   %12 = load i32, i32* %11, align 4, !dbg !10377482","(0;182;56)   store i32 %inc30, i32* %11, align 4, !dbg !10377489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
next_pgt_ptr,arch/x86/kernel/head64.c,126,__startup_64,113-228,"(0;181;56)   %12 = load i32, i32* %11, align 4, !dbg !10377482","(0;182;56)   store i32 %inc30, i32* %11, align 4, !dbg !10377489",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mask_ptr,arch/x86/kernel/head64.c,123,__startup_64,113-228,"(0;210;15)   %18 = load i64, i64* %17, align 8, !dbg !10377521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,arch/x86/kernel/head64.c,117,__startup_64,113-228,"(0;158;5)   store i64 %add11, i64* %1, align 8, !dbg !10377464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mask_ptr,arch/x86/kernel/head64.c,123,__startup_64,113-228,"(0;210;15)   %18 = load i64, i64* %17, align 8, !dbg !10377521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgd_p,arch/x86/kernel/head64.c,285,__early_make_pgtable,282-350,"(0;318;8)   %4 = load i64, i64* %pgd3, align 8, !dbg !10377455","(0;330;10)   store i64 %add14, i64* %pgd3, align 8, !dbg !10377499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pud_p,arch/x86/kernel/head64.c,287,__early_make_pgtable,282-350,"(0;0;0)   %pud_p.0 = phi i64* [ %6, %if.then5 ], [ %10, %if.end10 ], !dbg !10377500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real_mode_data,arch/x86/kernel/head64.c,379,copy_bootdata,379-405,"(0;390;2)   tail call void @llvm.memcpy.p0i8.p0i8.i64(i8* align 1 dereferenceable(4096) getelementptr inbounds (%struct.boot_params, %struct.boot_params* @boot_params, i64 0, i32 0, i32 0), i8* align 1 dereferenceable(4096) %real_mode_data, i64 4096, i1 false), !dbg !10377412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
command_line,arch/x86/kernel/head64.c,381,copy_bootdata,379-405,"(0;395;3)   tail call void @llvm.memcpy.p0i8.p0i8.i64(i8* align 1 dereferenceable(2048) getelementptr inbounds ([2048 x i8], [2048 x i8]* @boot_command_line, i64 0, i64 0), i8* align 1 dereferenceable(2048) %6, i64 2048, i1 false), !dbg !10377453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,./include/linux/compiler.h,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__regs,./include/trace/events/initcall.h,27,trace_raw_output_initcall_start,27-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,./include/linux/compiler.h,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rctx,./include/trace/events/initcall.h,27,trace_raw_output_initcall_start,27-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
__regs,./include/trace/events/initcall.h,27,trace_raw_output_initcall_start,27-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rctx,./include/trace/events/initcall.h,27,trace_raw_output_initcall_start,27-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
str,init/main.c,229,loglevel,229-244,"(0;0;0)   store i8* %str, i8** %str.addr, align 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newlevel,init/main.c,231,loglevel,229-244,"(0;239;22)   %1 = load i32, i32* %newlevel, align 4, !dbg !10377415","(0;238;6)   %call = call i32 @get_option(i8** nonnull %str.addr, i32* nonnull %newlevel) #97, !dbg !10377412","(0;231;2)   %0 = bitcast i32* %newlevel to i8*, !dbg !10377411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flags,./arch/x86/include/asm/irqflags.h,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,./include/linux/compiler.h,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
command_line,init/main.c,577,start_kernel,575-786,"(0;692;24)   %8 = load i8*, i8** %command_line, align 8, !dbg !10377565","(0;598;21)   %1 = load i8*, i8** %command_line, align 8, !dbg !10377478","(0;596;2)   call void @setup_arch(i8** nonnull %command_line) #97, !dbg !10377451","(0;577;2)   %0 = bitcast i8** %command_line to i8*, !dbg !10377435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flags,./arch/x86/include/asm/irqflags.h,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
command_line,init/main.c,577,start_kernel,575-786,"(0;692;24)   %8 = load i8*, i8** %command_line, align 8, !dbg !10377565","(0;598;21)   %1 = load i8*, i8** %command_line, align 8, !dbg !10377478","(0;596;2)   call void @setup_arch(i8** nonnull %command_line) #97, !dbg !10377451","(0;577;2)   %0 = bitcast i8** %command_line to i8*, !dbg !10377435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canary,./arch/x86/include/asm/stackprotector.h,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flags,./arch/x86/include/asm/irqflags.h,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canary,./arch/x86/include/asm/stackprotector.h,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,init/do_mounts.c,225,name_to_dev_t,222-313,"(0;278;19)   %.pre = load i8*, i8** %p, align 8, !dbg !10377637","(0;289;9)   %26 = load i8*, i8** %p, align 8, !dbg !10377646","(0;0;0)   store i8* %storemerge, i8** %p, align 8, !dbg !10377631","(0;302;6)   %32 = load i8*, i8** %p, align 8, !dbg !10377672","(0;296;3)   %31 = load i8*, i8** %p, align 8, !dbg !10377666","(0;290;4)   store i8* %arrayidx, i8** %p, align 8, !dbg !10377658","(0;261;9)   %22 = load i8*, i8** %p, align 8, !dbg !10377608","(0;260;25)   %call27 = call i64 @simple_strtoul(i8* %name, i8** nonnull %p, i32 16) #98, !dbg !10377591","(0;225;2)   %1 = bitcast i8** %p to i8*, !dbg !10377430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maj,init/do_mounts.c,251,name_to_dev_t,222-313,"(0;256;10)   %18 = load i32, i32* %maj, align 4, !dbg !10377585","(0;255;8)   %call18 = call i32 (i8*, i8*, ...) @sscanf(i8* %name, i8* getelementptr inbounds ([12 x i8], [12 x i8]* @.str.4.34, i64 0, i64 0), i32* nonnull %maj, i32* nonnull %min, i32* nonnull %offset, i8* nonnull %dummy) #97, !dbg !10377582","(0;254;8)   %call16 = call i32 (i8*, i8*, ...) @sscanf(i8* %name, i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.3, i64 0, i64 0), i32* nonnull %maj, i32* nonnull %min, i8* nonnull %dummy) #97, !dbg !10377578","(0;251;3)   %15 = bitcast i32* %maj to i8*, !dbg !10377575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,init/do_mounts.c,225,name_to_dev_t,222-313,"(0;278;19)   %.pre = load i8*, i8** %p, align 8, !dbg !10377637","(0;289;9)   %26 = load i8*, i8** %p, align 8, !dbg !10377646","(0;0;0)   store i8* %storemerge, i8** %p, align 8, !dbg !10377631","(0;302;6)   %32 = load i8*, i8** %p, align 8, !dbg !10377672","(0;296;3)   %31 = load i8*, i8** %p, align 8, !dbg !10377666","(0;290;4)   store i8* %arrayidx, i8** %p, align 8, !dbg !10377658","(0;261;9)   %22 = load i8*, i8** %p, align 8, !dbg !10377608","(0;260;25)   %call27 = call i64 @simple_strtoul(i8* %name, i8** nonnull %p, i32 16) #98, !dbg !10377591","(0;225;2)   %1 = bitcast i8** %p to i8*, !dbg !10377430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,init/do_mounts.c,251,name_to_dev_t,222-313,"(0;256;10)   %19 = load i32, i32* %min, align 4, !dbg !10377585","(0;255;8)   %call18 = call i32 (i8*, i8*, ...) @sscanf(i8* %name, i8* getelementptr inbounds ([12 x i8], [12 x i8]* @.str.4.34, i64 0, i64 0), i32* nonnull %maj, i32* nonnull %min, i32* nonnull %offset, i8* nonnull %dummy) #97, !dbg !10377582","(0;254;8)   %call16 = call i32 (i8*, i8*, ...) @sscanf(i8* %name, i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.3, i64 0, i64 0), i32* nonnull %maj, i32* nonnull %min, i8* nonnull %dummy) #97, !dbg !10377578","(0;251;3)   %16 = bitcast i32* %min to i8*, !dbg !10377575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,init/do_mounts.c,225,name_to_dev_t,222-313,"(0;278;19)   %.pre = load i8*, i8** %p, align 8, !dbg !10377637","(0;289;9)   %26 = load i8*, i8** %p, align 8, !dbg !10377646","(0;0;0)   store i8* %storemerge, i8** %p, align 8, !dbg !10377631","(0;302;6)   %32 = load i8*, i8** %p, align 8, !dbg !10377672","(0;296;3)   %31 = load i8*, i8** %p, align 8, !dbg !10377666","(0;290;4)   store i8* %arrayidx, i8** %p, align 8, !dbg !10377658","(0;261;9)   %22 = load i8*, i8** %p, align 8, !dbg !10377608","(0;260;25)   %call27 = call i64 @simple_strtoul(i8* %name, i8** nonnull %p, i32 16) #98, !dbg !10377591","(0;225;2)   %1 = bitcast i8** %p to i8*, !dbg !10377430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dummy,init/do_mounts.c,252,name_to_dev_t,222-313,"(0;265;2)   call void @llvm.lifetime.end.p0i8(i64 1, i8* nonnull %dummy) #7, !dbg !10377614","(0;255;8)   %call18 = call i32 (i8*, i8*, ...) @sscanf(i8* %name, i8* getelementptr inbounds ([12 x i8], [12 x i8]* @.str.4.34, i64 0, i64 0), i32* nonnull %maj, i32* nonnull %min, i32* nonnull %offset, i8* nonnull %dummy) #97, !dbg !10377582","(0;254;8)   %call16 = call i32 (i8*, i8*, ...) @sscanf(i8* %name, i8* getelementptr inbounds ([8 x i8], [8 x i8]* @.str.3, i64 0, i64 0), i32* nonnull %maj, i32* nonnull %min, i8* nonnull %dummy) #97, !dbg !10377578","(0;252;3)   call void @llvm.lifetime.start.p0i8(i64 1, i8* nonnull %dummy) #7, !dbg !10377576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,init/do_mounts.c,225,name_to_dev_t,222-313,"(0;278;19)   %.pre = load i8*, i8** %p, align 8, !dbg !10377637","(0;289;9)   %26 = load i8*, i8** %p, align 8, !dbg !10377646","(0;0;0)   store i8* %storemerge, i8** %p, align 8, !dbg !10377631","(0;302;6)   %32 = load i8*, i8** %p, align 8, !dbg !10377672","(0;296;3)   %31 = load i8*, i8** %p, align 8, !dbg !10377666","(0;290;4)   store i8* %arrayidx, i8** %p, align 8, !dbg !10377658","(0;261;9)   %22 = load i8*, i8** %p, align 8, !dbg !10377608","(0;260;25)   %call27 = call i64 @simple_strtoul(i8* %name, i8** nonnull %p, i32 16) #98, !dbg !10377591","(0;225;2)   %1 = bitcast i8** %p to i8*, !dbg !10377430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,init/do_mounts.c,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,init/do_mounts.c,225,name_to_dev_t,222-313,"(0;278;19)   %.pre = load i8*, i8** %p, align 8, !dbg !10377637","(0;289;9)   %26 = load i8*, i8** %p, align 8, !dbg !10377646","(0;0;0)   store i8* %storemerge, i8** %p, align 8, !dbg !10377631","(0;302;6)   %32 = load i8*, i8** %p, align 8, !dbg !10377672","(0;296;3)   %31 = load i8*, i8** %p, align 8, !dbg !10377666","(0;290;4)   store i8* %arrayidx, i8** %p, align 8, !dbg !10377658","(0;261;9)   %22 = load i8*, i8** %p, align 8, !dbg !10377608","(0;260;25)   %call27 = call i64 @simple_strtoul(i8* %name, i8** nonnull %p, i32 16) #98, !dbg !10377591","(0;225;2)   %1 = bitcast i8** %p to i8*, !dbg !10377430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
offset,init/do_mounts.c,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,./include/linux/compiler.h,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,init/do_mounts.c,408,mount_block_root,404-462,"(0;0;0)   %p.146 = phi i8* [ %add.ptr20, %for.body15 ], [ %2, %if.end ]","(0;0;0)   %p.048 = phi i8* [ %add.ptr, %for.inc.critedge ], [ %2, %retry ]","(0;417;21)   %4 = load i8, i8* %2, align 1, !dbg !10377447","(0;453;21)   %9 = load i8, i8* %2, align 1, !dbg !10377473","(0;415;2)   tail call fastcc void @get_fs_names(i8* %2) #98, !dbg !10377445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,./include/linux/compiler.h,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fs_names,init/do_mounts.c,407,mount_block_root,404-462,"(0;0;0)   %p.146 = phi i8* [ %add.ptr20, %for.body15 ], [ %2, %if.end ]","(0;0;0)   %p.048 = phi i8* [ %add.ptr, %for.inc.critedge ], [ %2, %retry ]","(0;417;21)   %4 = load i8, i8* %2, align 1, !dbg !10377447","(0;453;21)   %9 = load i8, i8* %2, align 1, !dbg !10377473","(0;415;2)   tail call fastcc void @get_fs_names(i8* %2) #98, !dbg !10377445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root_dev,init/do_mounts.c,472,mount_nfs_root,470-501,"(0;487;23)   %2 = load i8*, i8** %root_dev, align 8, !dbg !10377419","(0;487;23)   %6 = load i8*, i8** %root_dev, align 8, !dbg !10377419","(0;476;8)   %call = call i32 @nfs_root_data(i8** nonnull %root_dev, i8** nonnull %root_data) #97, !dbg !10377415","(0;472;2)   %0 = bitcast i8** %root_dev to i8*, !dbg !10377413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root_data,init/do_mounts.c,472,mount_nfs_root,470-501,"(0;488;23)   %4 = load i8*, i8** %root_data, align 8, !dbg !10377424","(0;488;23)   %8 = load i8*, i8** %root_data, align 8, !dbg !10377424","(0;476;8)   %call = call i32 @nfs_root_data(i8** nonnull %root_dev, i8** nonnull %root_data) #97, !dbg !10377415","(0;472;2)   %1 = bitcast i8** %root_data to i8*, !dbg !10377413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
factor,init/do_mounts_md.c,56,md_setup,54-115,"(0;92;37)   %17 = load i32, i32* %factor, align 4, !dbg !10377488","(0;86;8)   %call39 = call i32 @get_option(i8** nonnull %str.addr, i32* nonnull %factor) #97, !dbg !10377474","(0;56;2)   %2 = bitcast i32* %factor to i8*, !dbg !10377418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
str,init/do_mounts_md.c,54,md_setup,54-115,"(0;61;6)   %4 = load i8, i8* %str, align 1, !dbg !10377419","(0;63;6)   %incdec.ptr = getelementptr i8, i8* %str, i64 1, !dbg !10377423","(0;0;0)   store i8* %str, i8** %str.addr, align 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
